+,03/02/2014,00:25:00,Death®,172.30.101.102,,,ApexDC++ 1.5.8,129.28 GiBs,A,1000
-,03/02/2014,00:31:28,Death®,172.30.101.102,,,ApexDC++ 1.5.8,129.28 GiBs,A,1000
